Date,Open,High,Low,Close,Volume
2024-11-21,258.9,264.67,256.9,261.5,205508
2024-11-22,261.17,262.24,252.12,252.34,225551
2024-11-25,256.3,259.8,254.42,257.34,262391
2024-11-26,254.81,257.21,248.9,249.96,273604
2024-11-27,247.94,254.14,244.71,253.14,274007
2024-11-28,252.44,252.77,246.74,247.94,223556
2024-11-29,244.47,261.23,244.47,254.48,313663
2024-12-02,251.88,256.79,250.45,255.43,206475
2024-12-03,254.24,256.23,252.24,255.08,173108
2024-12-04,253.24,255.24,250.74,252.21,161814
2024-12-05,251.23,252.19,248.25,249.24,160216
2024-12-06,249.24,263.14,248.24,259.79,330381
2024-12-09,260.23,262.9,257.65,261.29,224561
2024-12-10,274.52,274.74,262.57,263.81,329044
2024-12-11,267.2,272.74,259.76,260.34,194008
2024-12-12,259.14,268.62,258.44,266.95,223295
2024-12-13,263.12,265.24,259.24,260.27,283164
2024-12-16,259.46,262.74,257.29,260.44,162575
2024-12-17,260.24,271.24,259.78,267.04,282146
2024-12-18,267.55,267.97,263.55,264.65,150853
2024-12-19,262.5,265.59,259.86,263.03,153460
2024-12-20,263.03,264.04,253.56,255.95,277401
2024-12-23,255.95,262.12,255.95,256.74,206394
2024-12-24,256.24,261.49,256.24,261.47,196154
2024-12-25,262.15,264.15,259.5,261.21,114138
2024-12-26,260.44,260.44,254.24,254.49,224438
2024-12-27,253.81,256.66,248.24,255.24,243519
2024-12-30,254.12,260.74,253.75,259.82,226314
2024-12-31,258.33,263.74,258.33,259.24,249340
